conta_contabil;orgao;uniorcam;saldo_anterior_debito;saldo_anterior_credito;movimentacao_debito;movimentacao_credito;saldo_atual_debito;saldo_atual_credito;especificacao;tipo_nivel;numero_nivel;obsoleto1;escrituracao;natureza_informacao;indicador_superavit_financeiro;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
8.1.2.3.1.99.01.01.00.00.00.000;02;0201;0,00;0,00;19.500,00;39.000,00;0,00;19.500,00;"TERMO DE FOMENTO A EXECUTAR";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.1.2.3.1.99.01.02.00.00.00.000;02;0201;0,00;0,00;0,00;19.500,00;0,00;19.500,00;"TERMOS DE FOMENTO - EXECUTADOS";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.1.2.3.1.99.10.00.00.00.00.000;02;0201;0,00;1.012.182,27;59.573,18;255.443,98;0,00;1.208.053,07;"TERMOS DE CREDENCIAMENTOS";S;07;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.1.2.3.1.99.10.01.00.00.00.000;02;0201;0,00;1.012.182,27;59.573,18;234.620,80;0,00;1.187.229,89;"TERMOS CREDENCIAMENTO - A EXECUTAR";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.1.2.3.1.99.10.02.00.00.00.000;02;0201;0,00;0,00;0,00;20.823,18;0,00;20.823,18;"TERMOS CREDENCIAMENT O- EXECUTADOS";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.0.0.0.00.00.00.00.00.00.000;02;0201;0,00;34.622.638,44;43.897.564,12;58.656.771,45;0,00;49.381.845,77;"EXECUCAO DA ADMINISTRACAO FINANCEIRA";S;02;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.0.0.00.00.00.00.00.00.000;02;0201;0,00;34.622.638,44;43.897.564,12;58.656.771,45;0,00;49.381.845,77;"EXECUCAO DAS DISPONIBILIDADES POR DESTINACAO";S;03;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.0.00.00.00.00.00.00.000;02;0201;0,00;34.622.638,44;43.897.564,12;58.656.771,45;0,00;49.381.845,77;"EXECUCAO DA DISPONIBILIDADE DE RECURSOS";S;04;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.00.00.00.00.00.00.000;02;0201;0,00;33.182.585,79;21.973.222,73;17.133.803,60;0,00;28.343.166,66;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS";S;05;F;N;C;;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.00.01.00.00.00.000;02;0201;0,00;5.423.080,24;8.299.447,13;7.691.369,59;0,00;4.815.002,70;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - LIVRE";A;08;F;S;C;;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.00.20.00.00.00.000;02;0201;0,00;55.254,64;3.368.068,44;656.491,67;2.656.322,13;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MDE";A;08;F;S;C;;0020;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.00.31.00.00.00.000;02;0201;0,00;60.281,72;3.478.598,29;3.452.879,77;0,00;34.563,20;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FUNDEB";A;08;F;S;C;;0031;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.00.40.00.00.00.000;02;0201;0,00;117.194,37;2.920.747,84;1.747.551,99;1.056.001,48;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASPS";A;08;F;S;C;;0040;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.00.50.00.00.00.000;10;1001;0,00;26.511.135,80;641.557,39;2.083.412,51;0,00;27.952.990,92;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RPPS";A;08;F;S;C;;0050;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.01.00.00.00.000;02;0201;0,00;137,17;0,00;0,00;0,00;137,17;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ALIENACAO DE BENS ADQ. C/ RECURSOS DA EDUCACAO";A;08;F;S;C;;1001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.02.00.00.00.000;02;0201;0,00;2.684,83;0,00;76,45;0,00;2.761,28;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ALIENACAO DE BENS RECURSO LIVRE";A;08;F;S;C;;1002;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.03.00.00.00.000;02;0201;0,00;30.688,02;0,00;1.342,75;0,00;32.030,77;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - EDUCACAO - RESTIT. ANTECIP. TRANSP. ESCOLAR 2020";A;08;F;S;C;;1003;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.04.00.00.00.000;02;0201;0,00;0,00;1.719.000,00;0,00;1.719.000,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONV. 897094/2019 EMENDA GINASIO";A;08;F;S;C;;1004;3110;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.05.00.00.00.000;02;0201;0,00;0,00;148.486,91;148.838,69;0,00;351,78;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - DEFESA CIVIL - ESTIAGEM";A;08;F;S;C;F;1005;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.06.00.00.00.000;02;0201;0,00;1.358,92;0,00;46,30;0,00;1.405,22;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - DOACOES IR - SRF";A;08;F;S;C;;1006;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.07.00.00.00.000;02;0201;0,00;13,51;0,00;0,00;0,00;13,51;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ALIENACAO DE BENS ADQ. C/ REC. DA ASSIST. SOCIAL";A;08;F;S;C;;1007;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.08.00.00.00.000;02;0201;0,00;0,00;0,00;6.123,50;0,00;6.123,50;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PORT. 751/2022 - TRANSF. FNAS";A;08;F;S;C;F;1008;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.10.00.00.00.000;02;0201;0,00;4.631,41;38.059,16;27.468,06;5.959,69;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASSISTENCIA SOCIAL";A;08;F;S;C;;1010;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.13.00.00.00.000;02;0201;0,00;1.740,35;1.760,78;23,07;0,00;2,64;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASSISTENCIA SOCIAL - SIGD-SUAS";A;08;F;S;C;;1013;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.14.00.00.00.000;02;0201;0,00;0,00;1.401,90;6.514,64;0,00;5.112,74;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FEAS";A;08;F;S;C;;1014;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.15.00.00.00.000;02;0201;0,00;141.264,77;59.761,77;86.903,34;0,00;168.406,34;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - TRANSF. SALARIO EDUCACAO";A;08;F;S;C;;1015;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.16.00.00.00.000;02;0201;0,00;0,00;4.146,90;4.107,97;38,93;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CIDE";A;08;F;S;C;;1016;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.17.00.00.00.000;02;0201;0,00;0,00;0,00;190.044,91;0,00;190.044,91;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - APOIO FINANC. NOVAS TURMAS ED. INFANTIL";A;08;F;S;C;F;1017;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.19.00.00.00.000;02;0201;0,00;300,69;0,00;1,61;0,00;302,30;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONVENIO MAPA 901888/2020";A;08;F;S;C;;1019;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.19.00.00.00.000;02;0201;0,00;0,00;4,06;2,45;1,61;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONVENIO MAPA 901888/2020";A;08;F;S;C;;1019;3110;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.20.00.00.00.000;02;0201;0,00;4.355,64;0,00;568,64;0,00;4.924,28;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONVENIO 885143/2019 - PAV. ASFALT. R. GRAFICA REX";A;08;F;S;C;;1020;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.20.00.00.00.000;02;0201;0,00;0,00;0,00;271,38;0,00;271,38;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONVENIO 885143/2019 - PAV. ASFALT. R. GRAFICA REX";A;08;F;S;C;;1020;3110;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.21.00.00.00.000;02;0201;0,00;0,00;218.110,69;228.059,23;0,00;9.948,54;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONSULTA POP. - FPE 2937/2021";A;08;F;S;C;;1021;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.41.00.00.00.000;02;0201;0,00;1.846,39;7.721,62;11.754,26;0,00;5.879,03;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RECURSOS PNATE 7.862-X";A;08;F;S;C;;1041;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.47.00.00.00.000;02;0201;0,00;12.613,98;18.254,46;19.044,96;0,00;13.404,48;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ALIMENTACAO ESCOLAR";A;08;F;S;C;;1047;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.80.00.00.00.000;02;0201;0,00;210,74;0,00;14,45;0,00;225,19;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - Multas de transito";A;08;F;S;C;;1080;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.91.00.00.00.000;02;0201;0,00;0,00;68.490,10;71.202,66;0,00;2.712,56;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - TRANSPORTE ESCOLAR RURAL -ESTADO";A;08;F;S;C;;1091;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.10.92.00.00.00.000;02;0201;0,00;0,00;128.797,83;0,00;128.797,83;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONVENIO MUNICIPIO CRISSIUMAL - PONTE";A;08;F;S;C;;1092;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.11.28.00.00.00.000;02;0201;0,00;0,00;0,00;201.952,89;0,00;201.952,89;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CESSAO ONEROSA - PRE - SAL";A;08;F;S;C;F;1128;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.40.02.00.00.00.000;02;0201;0,00;91,99;0,00;0,00;0,00;91,99;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - Alienacao de Bens Adquiridos com Recursos da Saude";A;08;F;S;C;;4002;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.40.11.00.00.00.000;02;0201;0,00;248.962,31;170.257,80;130.981,69;0,00;209.686,20;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ATENCAO BASICA ESTADUAL";A;08;F;S;C;;4011;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.40.50.00.00.00.000;02;0201;0,00;56.911,95;44.098,08;76.008,64;0,00;88.822,51;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FARMACIA BASICA ESTADUAL";A;08;F;S;C;;4050;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.40.90.00.00.00.000;02;0201;0,00;75.929,15;63.488,59;23.673,23;0,00;36.113,79;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - INCENTIVO EQUIPES APS - AT. BASICA ESTADUAL";A;08;F;S;C;;4090;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.41.11.00.00.00.000;02;0201;0,00;17.208,29;17.458,42;250,13;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PROTESES DENTARIAS";A;08;F;S;C;;4111;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.42.92.00.00.00.000;02;0201;0,00;102.132,39;102.132,39;0,00;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - AQUISICAO DE VEICULOS - FUNDO ESTADUAL";A;08;F;S;C;;4292;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.45.00.00.00.00.000;02;0201;0,00;146.918,37;235.623,28;209.336,20;0,00;120.631,29;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO - ATENCAO BASICA";A;07;F;S;C;;4500;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.45.00.00.00.00.000;02;0201;0,00;0,00;39.019,40;1.156,26;37.863,14;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO - ATENCAO BASICA";A;07;F;S;C;;4500;3110;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.45.00.00.00.00.000;02;0201;0,00;0,00;0,00;14.544,00;0,00;14.544,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO - ATENCAO BASICA";A;07;F;S;C;;4500;3160;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.45.01.00.00.00.000;02;0201;0,00;34.838,12;32.000,00;9.876,90;0,00;12.715,02;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO - ATENCAO ALTA E MEDIA COMPLE AMB E HOSPIT";A;08;F;S;C;;4501;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.45.02.00.00.00.000;02;0201;0,00;3.896,46;20.990,98;19.399,21;0,00;2.304,69;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO - VIGILANCIA EM SAUDE";A;08;F;S;C;;4502;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.45.03.00.00.00.000;02;0201;0,00;1.866,16;0,00;7.806,47;0,00;9.672,63;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO ASSISTENCIA FARMACEUTICA";A;08;F;S;C;;4503;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.45.03.00.00.00.000;02;0201;0,00;0,00;0,00;426,29;0,00;426,29;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO ASSISTENCIA FARMACEUTICA";A;08;F;S;C;;4503;3160;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.45.05.00.00.00.000;02;0201;0,00;125.033,55;125.738,52;3.512,49;0,00;2.807,52;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - INVESTIMENTO - ATENCAO BASICA";A;08;F;S;C;;4505;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.45.05.00.00.00.000;02;0201;0,00;0,00;0,00;747,75;0,00;747,75;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - INVESTIMENTO - ATENCAO BASICA";A;08;F;S;C;;4505;3110;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.45.11.00.00.00.000;02;0201;0,00;3,86;0,00;0,00;0,00;3,86;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO - OUTROS PROGRAMAS FIN P/TRANSF FUNDO A FU";A;08;F;S;C;;4511;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.1.01.45.11.00.00.00.000;02;0201;0,00;0,00;0,00;16,60;0,00;16,60;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO - OUTROS PROGRAMAS FIN P/TRANSF FUNDO A FU";A;08;F;S;C;;4511;3160;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.2.00.00.00.00.00.00.000;02;0201;0,00;1.364.831,37;10.848.549,54;18.926.491,37;0,00;9.442.773,20;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS COMPROMETIDA POR EMPENHO";S;05;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.2.01.00.01.00.00.00.000;02;0201;0,00;653.369,76;5.117.037,03;7.898.572,65;0,00;3.434.905,38;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - LIVRE";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.2.01.00.20.00.00.00.000;02;0201;0,00;638.647,70;1.193.238,18;3.359.330,62;0,00;2.804.740,14;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MDE";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.2.01.00.31.00.00.00.000;02;0201;0,00;0,00;1.261.006,90;1.261.006,90;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FUNDEB";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.2.01.00.40.00.00.00.000;02;0201;0,00;14.821,96;1.982.576,48;2.903.327,26;0,00;935.572,74;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASPS";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.2.01.00.50.00.00.00.000;10;1001;0,00;6.950,00;363.216,67;390.566,90;0,00;34.300,23;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RPPS";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.2.01.10.04.00.00.00.000;02;0201;0,00;0,00;0,00;1.719.000,00;0,00;1.719.000,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONV. 897094/2019 EMENDA GINASIO";A;08;F;S;C;;0000;3110;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.2.01.10.05.00.00.00.000;02;0201;0,00;0,00;0,00;148.486,91;0,00;148.486,91;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS COMPROMETIDA POR EMPENHO - DEFESA CIVIL - ESTIAGEM";A;08;F;S;C;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.2.01.10.10.00.00.00.000;02;0201;0,00;0,00;16.782,36;29.192,04;0,00;12.409,68;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASSISTENCIA SOCIAL";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.2.01.10.13.00.00.00.000;02;0201;0,00;0,00;1.760,78;1.760,78;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASSISTENCIA SOCIAL - SIGD-SUAS";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.2.01.10.14.00.00.00.000;02;0201;0,00;0,00;1.401,90;1.401,90;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FEAS";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.2.01.10.15.00.00.00.000;02;0201;0,00;0,00;55.627,74;59.761,77;0,00;4.134,03;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - TRANSF. SALARIO EDUCACAO";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
8.2.1.1.2.01.10.16.00.00.00.000;02;0201;0,00;0,00;4.107,97;4.146,90;0,00;38,93;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CIDE";A;08;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
