conta_contabil;orgao;uniorcam;saldo_anterior_debito;saldo_anterior_credito;movimentacao_debito;movimentacao_credito;saldo_atual_debito;saldo_atual_credito;especificacao;tipo_nivel;numero_nivel;obsoleto1;escrituracao;natureza_informacao;indicador_superavit_financeiro;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
8.2.1.1.4.00.50.00.00.00.00.000;10;1001;0,00;0,00;916,68;290.088,79;0,00;289.172,11;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RPPS";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.10.10.00.00.00.00.000;02;0201;0,00;0,00;80,06;12.040,44;0,00;11.960,38;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASSISTENCIA SOCIAL";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.10.13.00.00.00.00.000;02;0201;0,00;0,00;0,00;1.420,00;0,00;1.420,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASSISTENCIA SOCIAL - SIGD-SUAS";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.10.15.00.00.00.00.000;02;0201;0,00;0,00;0,00;39.968,90;0,00;39.968,90;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - TRANSF. SALARIO EDUCACAO";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.10.16.00.00.00.00.000;02;0201;0,00;0,00;0,00;4.107,97;0,00;4.107,97;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CIDE";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.10.20.00.00.00.00.000;02;0201;0,00;0,00;0,00;32.390,61;0,00;32.390,61;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONVENIO 885143/2019 - PAV. ASFALT. R. GRAFICA REX";A;07;F;S;C;;0000;3110;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.10.21.00.00.00.00.000;02;0201;0,00;0,00;0,00;39.191,18;0,00;39.191,18;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONSULTA POP. - FPE 2937/2021";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.10.41.00.00.00.00.000;02;0201;0,00;0,00;0,00;7.721,62;0,00;7.721,62;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RECURSOS PNATE 7.862-X";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.10.47.00.00.00.00.000;02;0201;0,00;0,00;189,00;9.945,94;0,00;9.756,94;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ALIMENTACAO ESCOLAR";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.10.91.00.00.00.00.000;02;0201;0,00;0,00;0,00;22.406,70;0,00;22.406,70;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - TRANSPORTE ESCOLAR RURAL -ESTADO";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.40.11.00.00.00.00.000;02;0201;0,00;0,00;0,00;61.616,02;0,00;61.616,02;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ATENCAO BASICA ESTADUAL";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.40.50.00.00.00.00.000;02;0201;0,00;0,00;0,00;1.970,00;0,00;1.970,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FARMACIA BASICA ESTADUAL";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.40.90.00.00.00.00.000;02;0201;0,00;0,00;0,00;63.259,21;0,00;63.259,21;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - INCENTIVO EQUIPES APS - AT. BASICA ESTADUAL";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.45.00.00.00.00.00.000;02;0201;0,00;0,00;0,00;139.853,82;0,00;139.853,82;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO - ATENCAO BASICA";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.45.00.00.00.00.00.000;02;0201;0,00;0,00;12,80;50.982,95;0,00;50.970,15;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO - ATENCAO BASICA";A;06;F;S;C;;0000;3110;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.45.01.00.00.00.00.000;02;0201;0,00;0,00;0,00;18.000,00;0,00;18.000,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO - ATENCAO ALTA E MEDIA COMPLE AMB E HOSPIT";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.45.02.00.00.00.00.000;02;0201;0,00;0,00;0,00;16.824,70;0,00;16.824,70;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO - VIGILANCIA EM SAUDE";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.45.03.00.00.00.00.000;02;0201;0,00;0,00;0,00;1.931,59;0,00;1.931,59;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO ASSISTENCIA FARMACEUTICA";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.45.11.00.00.00.00.000;02;0201;0,00;0,00;0,00;1.782,20;0,00;1.782,20;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO - OUTROS PROGRAMAS FIN P/TRANSF FUNDO A FU";A;07;F;S;C;;0000;3160;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.80.01.00.00.00.00.000;02;0201;0,00;0,00;43.825,84;429.262,98;0,00;385.437,14;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - retencoes servidores";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.80.01.00.00.00.00.000;10;1001;0,00;0,00;4.267,69;52.865,15;0,00;48.597,46;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - retencoes servidores";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.2.1.1.4.80.02.00.00.00.00.000;02;0201;0,00;0,00;0,00;8.007,42;0,00;8.007,42;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - retencoes empresas e autonomos";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.0.0.0.00.00.00.00.00.00.000;02;0201;0,00;46.384,09;46.384,09;9.885,96;0,00;9.885,96;"EXECUCAO DOS CONSORCIOS PUBLICOS";S;02;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.3.0.0.00.00.00.00.00.00.000;02;0201;0,00;46.384,09;46.384,09;9.885,96;0,00;9.885,96;"CONSOLIDACAO DA EXECUCAO DO CONSORCIO";S;03;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.3.2.0.00.00.00.00.00.00.000;02;0201;0,00;46.384,09;46.384,09;9.885,96;0,00;9.885,96;"DESPESAS EXECUTADAS EM CONSORCIOS PUBLICOS";S;04;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.3.2.4.00.00.00.00.00.00.000;02;0201;0,00;46.384,09;46.384,09;9.885,96;0,00;9.885,96;"CREDITO EMPENHADO LIQUIDADO PAGO";S;05;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.3.2.4.01.00.00.00.00.00.000;02;0201;0,00;0,00;0,00;9.885,96;0,00;9.885,96;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ANTERIOR";S;06;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.3.2.4.01.02.00.00.00.00.000;02;0201;0,00;0,00;0,00;9.885,96;0,00;9.885,96;"DESPESA COM PESSOAL - EXERCICIO ANTERIOR - JULHO A DEZEMBRO";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.3.2.4.02.00.00.00.00.00.000;02;0201;0,00;16.176,37;16.176,37;0,00;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL";S;06;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.3.2.4.02.01.00.00.00.00.000;02;0201;0,00;1.543,56;1.543,56;0,00;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL - 1o B";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.3.2.4.02.02.00.00.00.00.000;02;0201;0,00;2.003,33;2.003,33;0,00;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL - 2o B";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.3.2.4.02.03.00.00.00.00.000;02;0201;0,00;2.743,52;2.743,52;0,00;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL - 3o B";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.3.2.4.02.04.00.00.00.00.000;02;0201;0,00;2.903,12;2.903,12;0,00;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL - 4o B";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.3.2.4.02.05.00.00.00.00.000;02;0201;0,00;3.075,35;3.075,35;0,00;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL - 5o B";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.3.2.4.02.06.00.00.00.00.000;02;0201;0,00;3.907,49;3.907,49;0,00;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL - 6o B";A;07;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.5.3.2.4.03.00.00.00.00.00.000;02;0201;0,00;30.207,72;30.207,72;0,00;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM ASPS";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.0.0.0.00.00.00.00.00.00.000;02;0201;0,00;413.746,90;10.418,80;121.232,75;0,00;524.560,85;"OUTROS CONTROLES";S;02;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.0.0.00.00.00.00.00.00.000;02;0201;0,00;413.746,90;10.418,80;121.232,75;0,00;524.560,85;"EXECUCAO DE RESPONSABILIDADE POR VALORES, TITULOS E BENS";S;03;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.1.0.00.00.00.00.00.00.000;02;0201;0,00;388.542,25;0,00;0,00;0,00;388.542,25;"EXECUCAO DE RESPONSABILIDADE COM TERCEIROS POR VALORES, TITULOS E BENS";S;04;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.1.3.01.00.00.00.00.00.000;02;0201;0,00;388.542,25;0,00;0,00;0,00;388.542,25;"CESSAO DE USO - BENS CEDIDOS";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.0.00.00.00.00.00.00.000;02;0201;0,00;25.204,65;10.418,80;121.232,75;0,00;136.018,60;"EXECUCAO DE RESPONSABILIDADE DE TERCEIROS POR VALORES, TITULOS E BENS";S;04;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.1.00.00.00.00.00.00.000;02;0201;0,00;0,00;6.947,05;7.247,05;0,00;300,00;"EXECUCAO DE ADIANTAMENTOS/SUPRIMENTOS DE FUNDOS CONCEDIDOS";S;05;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.1.03.00.00.00.00.00.000;02;0201;0,00;0,00;6.484,56;6.784,56;0,00;300,00;"ADIANTAMENTOS APROVADOS";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.1.03.00.00.00.00.00.000;10;1001;0,00;0,00;462,49;462,49;0,00;0,00;"ADIANTAMENTOS APROVADOS";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.00.00.00.00.00.00.000;02;0201;0,00;25.204,65;3.471,75;113.985,70;0,00;135.718,60;"EXECUCAO DE OUTRAS RESPONSABILIDADES DE TERCEIROS";S;05;F;N;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.01.00.00.00.00.00.000;02;0201;0,00;685,00;0,00;0,00;0,00;685,00;"CONSELHO TUTELAR";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.02.00.00.00.00.00.000;02;0201;0,00;424,83;0,00;0,00;0,00;424,83;"MARCIO CRISTIANO FEYH";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.03.00.00.00.00.00.000;02;0201;0,00;2.758,00;0,00;0,00;0,00;2.758,00;"ROGERIO WILLE";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.04.00.00.00.00.00.000;02;0201;0,00;0,00;249,71;249,71;0,00;0,00;"SOFIA GERHARDT WELTER";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.05.00.00.00.00.00.000;02;0201;0,00;685,00;0,00;0,00;0,00;685,00;"ROSANE STROEHER";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.06.00.00.00.00.00.000;02;0201;0,00;899,00;0,00;0,00;0,00;899,00;"SANDRA INES MAJOLO HECK";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.07.00.00.00.00.00.000;02;0201;0,00;0,00;0,00;3.187,80;0,00;3.187,80;"DIRLEI HUNHOFF ERTHAL";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.08.00.00.00.00.00.000;02;0201;0,00;1.120,44;0,00;0,00;0,00;1.120,44;"FABIO EDUARDO LUDWIG";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.09.00.00.00.00.00.000;02;0201;0,00;2.394,00;0,00;3.187,80;0,00;5.581,80;"CLARICE TERESINHA WEBER";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.10.00.00.00.00.00.000;02;0201;0,00;2.608,00;899,00;3.187,80;0,00;4.896,80;"MARINA LUDVIG WERNER";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.11.00.00.00.00.00.000;02;0201;0,00;0,00;0,00;1.350,00;0,00;1.350,00;"NEUSA MARILEI GRUBLER ATUATI";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.13.00.00.00.00.00.000;02;0201;0,00;699,00;0,00;0,00;0,00;699,00;"EDISON JOSE ECKERT";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.14.00.00.00.00.00.000;02;0201;0,00;699,00;0,00;0,00;0,00;699,00;"LUIZ ROGERIO HECK";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.15.00.00.00.00.00.000;02;0201;0,00;330,49;330,49;0,00;0,00;0,00;"NATALI CAROL KLOECKNER";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.16.00.00.00.00.00.000;02;0201;0,00;440,52;0,00;3.187,80;0,00;3.628,32;"AIRTON VOLNEI PROCHNOW";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.17.00.00.00.00.00.000;02;0201;0,00;2.201,72;284,01;374,07;0,00;2.291,78;"LEILA EDINEIA ARNHOLD JOHNER";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.18.00.00.00.00.00.000;02;0201;0,00;780,00;0,00;0,00;0,00;780,00;"SIMONE LUISA LUDWIG ZOHLER";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.19.00.00.00.00.00.000;02;0201;0,00;415,65;0,00;0,00;0,00;415,65;"EDISON RAFAEL KLAUCK";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.20.00.00.00.00.00.000;02;0201;0,00;2.394,00;0,00;3.187,80;0,00;5.581,80;"NELCI BACH SCHMIDT";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.21.00.00.00.00.00.000;02;0201;0,00;1.134,00;0,00;0,00;0,00;1.134,00;"BEATRIZ SCHNEIDER";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
8.9.1.2.9.22.00.00.00.00.00.000;02;0201;0,00;1.134,00;0,00;0,00;0,00;1.134,00;"KATIA MONCALVES ARAUJO";A;06;F;S;C;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
